CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC61,SRVC31,SRVC32,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
9597,2010,NY,0,1,2,,1,1,3,6,2,10,0,0,1,0,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,,,0,,,,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
9598,2010,NY,0,1,2,,1,1,4,6,1,8,0,0,1,0,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,M,0,0,0,0,M,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
9599,2010,NY,1,1,2,,1,1,5,6,2,13,0,0,1,1,1,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,1,M,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
9600,2010,NY,0,1,2,,0,,2,6,1,3,0,0,1,0,0,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,5,0,1,1
9601,2010,NY,0,1,2,,1,1,5,7,2,9,0,0,1,0,0,1,1,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,5,,,,4,1,5,1,5,1,1,5,0,1,1
9602,2010,NY,0,1,1,,0,,3,6,1,9,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,3,,4,3,3,1,3,2,3,1,1,5,0,1,1
9603,2010,NY,0,1,2,,1,1,5,6,1,13,0,0,1,0,1,1,1,3,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,,,0,,,,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,3,,,,2,1,2,1,2,1,1,5,0,1,1
9604,2010,NY,0,1,2,,0,,4,2,1,13,1,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,4,3,1,1,1,,3,,,,,,,,,,,2,1,4,0,1,M
9605,2010,NY,0,1,2,,0,,5,2,1,12,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,5,5,1,1,1,,5,,,,,,,,,,,4,1,4,0,1,M
9606,2010,NY,0,1,1,,0,,1,4,2,3,0,0,1,0,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,1,5,1,1,5,0,1,1
9607,2010,NY,0,1,2,,0,,4,7,2,12,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,1,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,1,1,D,0,1,,,,,,,,,,,5,5,1,1,1,,5,,,,,,,,,,,4,1,1,0,1,M
9608,2010,NY,0,1,2,,0,,4,5,1,15,0,0,0,1,0,0,,,0,,0,1,1,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,1,1,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,1,D,D,1,,,,,,,,,,,5,5,1,1,1,,5,,,,,,,,,,,4,2,1,0,1,1
9609,2010,NY,0,1,2,,0,,4,6,1,16,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,1,1,D,1,,,,,,,,,,,5,5,1,1,1,,5,,,,,,,,,,,2,4,4,0,1,M
9610,2010,NY,1,1,1,,0,,6,7,2,15,0,1,1,1,1,1,1,3,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,M,0,1,0,1,M,0,0,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
9611,2010,NY,0,1,1,,0,,5,7,2,0,0,0,1,1,1,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,,,0,,,,1,0,1,0,1,1,1,1,0,0,1,1,1,0,D,0,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,1,5,1,1,5,0,1,1
9612,2010,NY,0,1,2,,0,,4,6,2,14,0,0,1,1,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,4,,,,3,1,4,1,4,1,1,5,0,1,1
9613,2010,NY,1,1,2,,0,,5,6,1,12,0,0,1,0,0,1,1,3,0,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,,,0,,,,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,1,3,1,1,5,0,1,1
9614,2010,NY,1,1,2,,1,1,3,3,2,5,0,0,1,0,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,1,3,1,1,5,0,1,1
9615,2010,NY,0,1,1,,1,1,3,4,1,9,0,0,1,0,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,4,,,,3,1,4,1,4,1,1,5,0,1,1
9616,2010,NY,1,1,2,,1,1,5,6,1,9,0,0,1,0,0,1,1,3,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,1,4,,,,4,1,4,1,4,1,1,5,0,1,1
9617,2010,NY,0,1,2,,1,1,4,5,2,8,0,0,1,0,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,,,0,,,,1,0,1,0,0,0,1,1,1,0,1,1,1,D,D,0,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
9618,2010,NY,0,1,2,,1,1,4,6,2,11,0,0,1,0,0,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,1,5,1,1,5,0,1,1
9619,2010,NY,0,1,2,,1,1,3,6,1,13,0,0,1,1,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,M,0,0,0,0,M,0,0,0,1,1,1,0,0,,0,1,0,,,0,,,,1,0,1,0,0,0,1,1,D,0,1,0,1,0,D,0,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,3,5,1,1,5,0,1,1
9620,2010,NY,0,1,3,,0,,4,2,2,14,0,0,1,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,1,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,1,0,0,D,,,,,,,,,,,2,1,1,1,1,,1,,,,,,,,,,,4,1,1,0,1,M
9621,2010,NY,0,1,2,,0,,4,2,2,3,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
9622,2010,NY,0,1,2,,0,,1,2,2,12,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,0,1,D,0,0,,,,,,,,,,,4,4,1,1,1,,4,,,,,,,,,,,5,1,1,0,1,M
9623,2010,NY,0,1,2,,0,,6,2,2,11,0,0,0,0,0,0,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,5,4,5,5,1,1,,3,4,1,0,1,M
9624,2010,NY,0,1,2,,0,,1,2,1,6,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,4,4,2,1,1,,5,2,1,0,1,M
9625,2010,NY,0,1,4,,0,,4,2,1,1,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,1,,1,2,5,0,1,M
9626,2010,NY,0,1,2,,0,,4,2,1,4,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,5,5,3,1,1,,4,2,2,0,1,M
9627,2010,NY,0,1,2,,0,,6,2,2,14,0,1,0,1,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,5,5,5,1,1,1,,4,2,1,0,1,M
9628,2010,NY,0,1,2,,0,,5,2,2,2,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,,5,1,1,0,1,M
9629,2010,NY,0,1,2,,0,,3,4,2,4,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,,2,4,3,0,1,M
9630,2010,NY,0,1,3,,1,1,4,7,2,12,0,0,0,1,0,0,,,0,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,D,1,,,,,,,,,,,,,,,,,,,,,,5,4,1,1,3,,3,1,4,0,1,1
9631,2010,NY,0,1,2,,0,,4,6,2,12,0,0,1,0,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,1,5,1,1,5,0,1,1
9632,2010,NY,0,1,2,,1,1,5,6,2,13,0,0,1,0,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,,0,,,,1,0,1,0,1,1,1,0,1,0,1,0,1,D,0,D,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
9633,2010,NY,0,1,2,,1,1,4,5,2,12,0,1,1,0,0,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
9634,2010,NY,0,1,2,,0,,0,7,2,14,0,0,1,1,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,,,0,,,,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,1,5,5,1,1,0,1,1
9635,2010,NY,0,1,2,,0,,2,4,2,4,0,0,0,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,,,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,D,0,1,,,,,,,,,,,4,4,1,1,1,,5,,,,,5,5,5,1,1,,3,2,2,0,1,M
9636,2010,NY,0,1,2,,0,,5,2,2,8,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M,M
9637,2010,NY,0,1,2,,0,,5,2,1,7,0,0,0,1,1,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,4,4,1,1,,2,3,3,0,1,M
9638,2010,NY,0,1,2,,0,,5,3,2,10,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,D,1,,,,,,,,,,,,,,,,,,,,,,5,4,3,1,1,,5,1,1,0,1,M
9639,2010,NY,0,1,4,,0,,3,2,2,8,0,1,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,4,5,5,4,1,1,,3,3,2,0,1,M
9640,2010,NY,0,1,2,,1,1,3,6,1,8,0,0,1,0,0,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,5,0,1,1
9641,2010,NY,0,1,2,,0,,3,2,1,12,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,0,1,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,D,0,0,0,0,,,,,,,,,,,5,5,1,1,1,,5,,,,,,,,,,,3,2,2,0,1,M
9642,2010,NY,0,1,2,,1,1,4,6,2,11,0,0,1,0,0,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,,,0,,,,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,5,,,,4,1,5,1,5,2,3,3,0,1,1
9643,2010,NY,0,1,2,,0,,4,2,1,12,0,1,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,1,,3,2,4,0,1,M
9644,2010,NY,0,1,2,,0,,6,2,2,7,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,4,3,1,1,,2,4,4,0,1,M
9645,2010,NY,0,1,2,,1,2,4,2,2,3,0,1,0,1,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,3,5,5,2,1,2,,4,2,1,0,1,1
9646,2010,NY,1,1,2,,0,,6,2,2,9,0,1,0,1,0,0,0,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,0,0,0,,,0,,,,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,5,4,2,1,2,,2,4,3,0,1,M
9647,2010,NY,0,1,4,,0,,5,2,2,3,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,5,4,3,1,1,,3,3,3,0,1,M
9648,2010,NY,0,1,2,,0,,2,2,2,2,0,0,0,1,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,1,,4,1,2,0,1,M
9649,2010,NY,0,1,2,,0,,3,6,2,11,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,1,1,D,1,,,,,,,,,,,5,5,3,1,1,,5,,,,,,,,,,,5,1,1,0,1,M
9650,2010,NY,0,1,2,,0,,5,7,2,11,0,0,1,1,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,1,5,1,1,5,0,1,1
9651,2010,NY,0,1,2,,1,1,4,6,2,11,0,0,1,0,0,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,1,0,,,0,,,,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,2,,,,2,1,2,1,2,5,1,1,0,1,1
9652,2010,NY,0,1,2,,1,1,4,7,2,14,0,1,1,1,1,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,2,3,1,1,5,0,1,1
9653,2010,NY,0,1,2,,1,1,4,6,2,10,0,0,1,0,0,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
9654,2010,NY,0,1,2,,1,1,4,5,2,9,0,0,1,0,0,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,1,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,1,5,1,1,5,0,1,1
9655,2010,NY,0,1,2,,1,1,3,6,2,9,0,0,1,0,0,1,1,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
9656,2010,NY,0,1,2,,1,1,4,3,2,10,0,0,1,0,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,1,5,1,1,5,0,1,1
9657,2010,NY,0,1,2,,1,1,3,3,2,9,0,0,1,0,0,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
9658,2010,NY,0,1,2,,1,1,4,6,1,15,0,0,1,0,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,,,0,,,,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,5,,,,4,1,5,1,5,2,1,5,0,1,1
9659,2010,NY,0,1,1,,1,1,2,4,1,8,0,0,1,0,0,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
9660,2010,NY,0,1,2,,1,1,2,6,2,7,0,0,1,1,0,1,1,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,,0,0,,,0,,,,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
9661,2010,NY,0,1,2,,1,1,1,6,1,12,0,0,1,0,0,1,1,3,0,,1,1,M,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,1,1,0,0,0,0,0,1,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,2,,,,2,1,2,1,2,1,1,5,0,1,1
9662,2010,NY,0,1,1,,1,1,4,7,2,13,0,1,1,1,1,1,1,3,0,,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,,,0,,,,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,4,,,,3,1,4,1,4,1,1,5,0,1,1
9663,2010,NY,0,1,2,,1,1,2,5,1,8,0,0,1,0,0,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
9664,2010,NY,0,1,2,,1,1,5,5,2,16,0,0,1,0,0,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,4,,,,3,1,3,1,3,1,1,5,0,1,1
9665,2010,NY,0,1,3,,1,1,1,6,0,7,0,0,1,0,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,3,4,0,1,1
9666,2010,NY,0,1,2,,0,,4,3,1,13,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,1,,,0,0,0,1,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,5,5,1,1,1,,5,,,,,,,,,,,4,1,2,0,1,M
9667,2010,NY,0,1,3,,0,,4,2,1,8,0,1,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,5,5,3,1,1,,1,2,5,0,1,M
